day;month;year;countriesAndTerritories;cases;deaths
20;1;2020;Bahrain;0;0
19;1;2020;Bahrain;0;0
18;1;2020;Bahrain;0;0
17;1;2020;Bahrain;0;0
16;1;2020;Bahrain;0;0
15;1;2020;Bahrain;0;0
14;1;2020;Bahrain;0;0
13;1;2020;Bahrain;0;0
12;1;2020;Bahrain;0;0
11;1;2020;Bahrain;0;0
10;1;2020;Bahrain;0;0
9;1;2020;Bahrain;0;0
8;1;2020;Bahrain;0;0
7;1;2020;Bahrain;0;0
6;1;2020;Bahrain;0;0
5;1;2020;Bahrain;0;0
4;1;2020;Bahrain;0;0
3;1;2020;Bahrain;0;0
2;1;2020;Bahrain;0;0
1;1;2020;Bahrain;0;0
31;12;2019;Bahrain;0;0
9;4;2020;Bangladesh;54;3
8;4;2020;Bangladesh;41;5
7;4;2020;Bangladesh;35;3
6;4;2020;Bangladesh;18;1
5;4;2020;Bangladesh;9;2
4;4;2020;Bangladesh;5;0
3;4;2020;Bangladesh;2;0
2;4;2020;Bangladesh;3;1
1;4;2020;Bangladesh;2;0
31;3;2020;Bangladesh;0;0
30;3;2020;Bangladesh;1;0
29;3;2020;Bangladesh;0;0
28;3;2020;Bangladesh;0;0
27;3;2020;Bangladesh;9;0
26;3;2020;Bangladesh;0;1
25;3;2020;Bangladesh;6;1
24;3;2020;Bangladesh;6;0
23;3;2020;Bangladesh;3;1
22;3;2020;Bangladesh;7;2
21;3;2020;Bangladesh;7;0
20;3;2020;Bangladesh;0;0
19;3;2020;Bangladesh;2;0
18;3;2020;Bangladesh;3;0
17;3;2020;Bangladesh;2;0
15;3;2020;Bangladesh;0;0
9;3;2020;Bangladesh;3;0
9;4;2020;Barbados;0;0
8;4;2020;Barbados;3;1
7;4;2020;Barbados;4;1
6;4;2020;Barbados;5;1
5;4;2020;Barbados;6;0
4;4;2020;Barbados;0;0
3;4;2020;Barbados;0;0
2;4;2020;Barbados;11;0
1;4;2020;Barbados;0;0
31;3;2020;Barbados;1;0
30;3;2020;Barbados;7;0
29;3;2020;Barbados;2;0
28;3;2020;Barbados;0;0
27;3;2020;Barbados;6;0
26;3;2020;Barbados;0;0
25;3;2020;Barbados;1;0
24;3;2020;Barbados;0;0
23;3;2020;Barbados;3;0
22;3;2020;Barbados;8;0
21;3;2020;Barbados;4;0
20;3;2020;Barbados;1;0
19;3;2020;Barbados;0;0
18;3;2020;Barbados;1;0
9;4;2020;Belarus;205;0
8;4;2020;Belarus;161;0
7;4;2020;Belarus;136;5
6;4;2020;Belarus;170;3
5;4;2020;Belarus;43;1
4;4;2020;Belarus;97;0
3;4;2020;Belarus;102;4
2;4;2020;Belarus;0;0
1;4;2020;Belarus;47;0
31;3;2020;Belarus;11;0
30;3;2020;Belarus;0;0
29;3;2020;Belarus;0;0
28;3;2020;Belarus;8;0
27;3;2020;Belarus;0;0
26;3;2020;Belarus;5;0
25;3;2020;Belarus;0;0
24;3;2020;Belarus;5;0
23;3;2020;Belarus;0;0
22;3;2020;Belarus;19;0
21;3;2020;Belarus;0;0
20;3;2020;Belarus;11;0
19;3;2020;Belarus;10;0
18;3;2020;Belarus;0;0
17;3;2020;Belarus;9;0
16;3;2020;Belarus;6;0
13;3;2020;Belarus;9;0
12;3;2020;Belarus;3;0
11;3;2020;Belarus;3;0
5;3;2020;Belarus;2;0
4;3;2020;Belarus;3;0
2;3;2020;Belarus;0;0
1;3;2020;Belarus;0;0
29;2;2020;Belarus;0;0
28;2;2020;Belarus;1;0
27;2;2020;Belarus;0;0
26;2;2020;Belarus;0;0
25;2;2020;Belarus;0;0
24;2;2020;Belarus;0;0
23;2;2020;Belarus;0;0
22;2;2020;Belarus;0;0
21;2;2020;Belarus;0;0
20;2;2020;Belarus;0;0
19;2;2020;Belarus;0;0
18;2;2020;Belarus;0;0
17;2;2020;Belarus;0;0
16;2;2020;Belarus;0;0
15;2;2020;Belarus;0;0
14;2;2020;Belarus;0;0
13;2;2020;Belarus;0;0
12;2;2020;Belarus;0;0
11;2;2020;Belarus;0;0
10;2;2020;Belarus;0;0
9;2;2020;Belarus;0;0
8;2;2020;Belarus;0;0
7;2;2020;Belarus;0;0
6;2;2020;Belarus;0;0
5;2;2020;Belarus;0;0
4;2;2020;Belarus;0;0
3;2;2020;Belarus;0;0
2;2;2020;Belarus;0;0
1;2;2020;Belarus;0;0
31;1;2020;Belarus;0;0
30;1;2020;Belarus;0;0
29;1;2020;Belarus;0;0
28;1;2020;Belarus;0;0
27;1;2020;Belarus;0;0
26;1;2020;Belarus;0;0
25;1;2020;Belarus;0;0
24;1;2020;Belarus;0;0
23;1;2020;Belarus;0;0
22;1;2020;Belarus;0;0
21;1;2020;Belarus;0;0
20;1;2020;Belarus;0;0
19;1;2020;Belarus;0;0
18;1;2020;Belarus;0;0
17;1;2020;Belarus;0;0
16;1;2020;Belarus;0;0
15;1;2020;Belarus;0;0
14;1;2020;Belarus;0;0
13;1;2020;Belarus;0;0
12;1;2020;Belarus;0;0
11;1;2020;Belarus;0;0
10;1;2020;Belarus;0;0
9;1;2020;Belarus;0;0
8;1;2020;Belarus;0;0
7;1;2020;Belarus;0;0
6;1;2020;Belarus;0;0
5;1;2020;Belarus;0;0
4;1;2020;Belarus;0;0
3;1;2020;Belarus;0;0
2;1;2020;Belarus;0;0
1;1;2020;Belarus;0;0
31;12;2019;Belarus;0;0
9;4;2020;Belgium;1209;205
8;4;2020;Belgium;1380;403
7;4;2020;Belgium;1123;185
6;4;2020;Belgium;1260;164
5;4;2020;Belgium;1661;140
4;4;2020;Belgium;1422;132
3;4;2020;Belgium;1384;183
2;4;2020;Belgium;1189;123
1;4;2020;Belgium;876;192
31;3;2020;Belgium;1063;82
30;3;2020;Belgium;1702;78
29;3;2020;Belgium;1850;64
28;3;2020;Belgium;1049;69
27;3;2020;Belgium;1298;42
26;3;2020;Belgium;668;56
25;3;2020;Belgium;526;34
24;3;2020;Belgium;342;13
23;3;2020;Belgium;586;8
22;3;2020;Belgium;558;30
21;3;2020;Belgium;462;16
20;3;2020;Belgium;309;7
19;3;2020;Belgium;243;9
18;3;2020;Belgium;158;0
17;3;2020;Belgium;199;1
16;3;2020;Belgium;197;0
15;3;2020;Belgium;130;1
14;3;2020;Belgium;160;0
13;3;2020;Belgium;85;0
12;3;2020;Belgium;47;3
11;3;2020;Belgium;28;0
10;3;2020;Belgium;39;0
9;3;2020;Belgium;31;0
8;3;2020;Belgium;60;0
7;3;2020;Belgium;59;0
6;3;2020;Belgium;27;0
5;3;2020;Belgium;10;0
4;3;2020;Belgium;5;0
3;3;2020;Belgium;6;0
2;3;2020;Belgium;1;0
1;3;2020;Belgium;0;0
29;2;2020;Belgium;0;0
28;2;2020;Belgium;0;0
27;2;2020;Belgium;0;0
26;2;2020;Belgium;0;0
25;2;2020;Belgium;0;0
24;2;2020;Belgium;0;0
23;2;2020;Belgium;0;0
22;2;2020;Belgium;0;0
21;2;2020;Belgium;0;0
20;2;2020;Belgium;0;0
19;2;2020;Belgium;0;0
18;2;2020;Belgium;0;0
17;2;2020;Belgium;0;0
16;2;2020;Belgium;0;0
15;2;2020;Belgium;0;0
14;2;2020;Belgium;0;0
13;2;2020;Belgium;0;0
12;2;2020;Belgium;0;0
11;2;2020;Belgium;0;0
10;2;2020;Belgium;0;0
9;2;2020;Belgium;0;0
8;2;2020;Belgium;0;0
7;2;2020;Belgium;0;0
6;2;2020;Belgium;0;0
5;2;2020;Belgium;0;0
4;2;2020;Belgium;1;0
3;2;2020;Belgium;0;0
2;2;2020;Belgium;0;0
1;2;2020;Belgium;0;0
31;1;2020;Belgium;0;0
30;1;2020;Belgium;0;0
29;1;2020;Belgium;0;0
28;1;2020;Belgium;0;0
27;1;2020;Belgium;0;0
26;1;2020;Belgium;0;0
25;1;2020;Belgium;0;0
24;1;2020;Belgium;0;0
23;1;2020;Belgium;0;0
22;1;2020;Belgium;0;0
21;1;2020;Belgium;0;0
20;1;2020;Belgium;0;0
19;1;2020;Belgium;0;0
18;1;2020;Belgium;0;0
17;1;2020;Belgium;0;0
16;1;2020;Belgium;0;0
15;1;2020;Belgium;0;0
14;1;2020;Belgium;0;0
13;1;2020;Belgium;0;0
12;1;2020;Belgium;0;0
11;1;2020;Belgium;0;0
10;1;2020;Belgium;0;0
9;1;2020;Belgium;0;0
8;1;2020;Belgium;0;0
7;1;2020;Belgium;0;0
6;1;2020;Belgium;0;0
5;1;2020;Belgium;0;0
4;1;2020;Belgium;0;0
3;1;2020;Belgium;0;0
2;1;2020;Belgium;0;0
1;1;2020;Belgium;0;0
31;12;2019;Belgium;0;0
9;4;2020;Belize;1;0
8;4;2020;Belize;0;0
7;4;2020;Belize;2;0
6;4;2020;Belize;1;1
5;4;2020;Belize;0;0
4;4;2020;Belize;1;0
3;4;2020;Belize;0;0
2;4;2020;Belize;0;0
1;4;2020;Belize;0;0
31;3;2020;Belize;1;0
30;3;2020;Belize;0;0
29;3;2020;Belize;0;0
28;3;2020;Belize;0;0
27;3;2020;Belize;0;0
26;3;2020;Belize;1;0
25;3;2020;Belize;0;0
24;3;2020;Belize;1;0
9;4;2020;Benin;0;0
8;4;2020;Benin;0;0
7;4;2020;Benin;4;1
6;4;2020;Benin;6;0
5;4;2020;Benin;0;0
4;4;2020;Benin;3;0
3;4;2020;Benin;0;0
2;4;2020;Benin;5;0
1;4;2020;Benin;2;0
31;3;2020;Benin;0;0
30;3;2020;Benin;0;0
29;3;2020;Benin;0;0
28;3;2020;Benin;0;0
27;3;2020;Benin;1;0
26;3;2020;Benin;0;0
25;3;2020;Benin;0;0
24;3;2020;Benin;3;0
23;3;2020;Benin;0;0
22;3;2020;Benin;0;0
21;3;2020;Benin;0;0
20;3;2020;Benin;1;0
19;3;2020;Benin;0;0
18;3;2020;Benin;0;0
17;3;2020;Benin;1;0
9;4;2020;Bermuda;0;1
8;4;2020;Bermuda;0;0
7;4;2020;Bermuda;2;2
6;4;2020;Bermuda;0;0
5;4;2020;Bermuda;2;0
4;4;2020;Bermuda;0;0
3;4;2020;Bermuda;3;0
2;4;2020;Bermuda;0;0
1;4;2020;Bermuda;5;0
31;3;2020;Bermuda;5;0
30;3;2020;Bermuda;0;0
29;3;2020;Bermuda;5;0
28;3;2020;Bermuda;2;0
27;3;2020;Bermuda;9;0
26;3;2020;Bermuda;0;0
25;3;2020;Bermuda;0;0
24;3;2020;Bermuda;0;0
23;3;2020;Bermuda;4;0
22;3;2020;Bermuda;0;0
21;3;2020;Bermuda;0;0
20;3;2020;Bermuda;2;0
9;4;2020;Bhutan;0;0
8;4;2020;Bhutan;0;0
7;4;2020;Bhutan;0;0
6;4;2020;Bhutan;0;0
5;4;2020;Bhutan;0;0
4;4;2020;Bhutan;0;0
3;4;2020;Bhutan;0;0
2;4;2020;Bhutan;1;0
1;4;2020;Bhutan;0;0
31;3;2020;Bhutan;0;0
30;3;2020;Bhutan;0;0
29;3;2020;Bhutan;1;0
28;3;2020;Bhutan;0;0
27;3;2020;Bhutan;0;0
26;3;2020;Bhutan;1;0
25;3;2020;Bhutan;0;0
24;3;2020;Bhutan;0;0
23;3;2020;Bhutan;0;0
22;3;2020;Bhutan;0;0
21;3;2020;Bhutan;1;0
20;3;2020;Bhutan;0;0
19;3;2020;Bhutan;0;0
18;3;2020;Bhutan;0;0
17;3;2020;Bhutan;0;0
15;3;2020;Bhutan;0;0
13;3;2020;Bhutan;0;0
6;3;2020;Bhutan;1;0
9;4;2020;Bolivia;54;3
8;4;2020;Bolivia;16;1
7;4;2020;Bolivia;11;3
6;4;2020;Bolivia;26;1
5;4;2020;Bolivia;18;0
4;4;2020;Bolivia;7;1
3;4;2020;Bolivia;9;1
2;4;2020;Bolivia;8;1
1;4;2020;Bolivia;8;1
31;3;2020;Bolivia;11;3
30;3;2020;Bolivia;15;3
29;3;2020;Bolivia;7;0
28;3;2020;Bolivia;13;0
27;3;2020;Bolivia;22;0
26;3;2020;Bolivia;7;0
25;3;2020;Bolivia;4;0
24;3;2020;Bolivia;1;0
23;3;2020;Bolivia;7;0
22;3;2020;Bolivia;1;0
21;3;2020;Bolivia;4;0
20;3;2020;Bolivia;3;0
19;3;2020;Bolivia;0;0
18;3;2020;Bolivia;1;0
17;3;2020;Bolivia;1;0
15;3;2020;Bolivia;0;0
14;3;2020;Bolivia;7;0
13;3;2020;Bolivia;1;0
12;3;2020;Bolivia;2;0
9;4;2020;Bonaire, Saint Eustatius and Saba;0;0
8;4;2020;Bonaire, Saint Eustatius and Saba;0;0
7;4;2020;Bonaire, Saint Eustatius and Saba;0;0
6;4;2020;Bonaire, Saint Eustatius and Saba;0;0
5;4;2020;Bonaire, Saint Eustatius and Saba;0;0
4;4;2020;Bonaire, Saint Eustatius and Saba;0;0
3;4;2020;Bonaire, Saint Eustatius and Saba;0;0
2;4;2020;Bonaire, Saint Eustatius and Saba;2;0
9;4;2020;Bosnia_and_Herzegovina;35;3
8;4;2020;Bosnia_and_Herzegovina;86;4
7;4;2020;Bosnia_and_Herzegovina;32;4
6;4;2020;Bosnia_and_Herzegovina;31;3
5;4;2020;Bosnia_and_Herzegovina;46;3
4;4;2020;Bosnia_and_Herzegovina;54;1
3;4;2020;Bosnia_and_Herzegovina;68;4
2;4;2020;Bosnia_and_Herzegovina;51;1
1;4;2020;Bosnia_and_Herzegovina;60;4
31;3;2020;Bosnia_and_Herzegovina;30;2
30;3;2020;Bosnia_and_Herzegovina;66;1
29;3;2020;Bosnia_and_Herzegovina;28;2
28;3;2020;Bosnia_and_Herzegovina;48;0
27;3;2020;Bosnia_and_Herzegovina;0;0
26;3;2020;Bosnia_and_Herzegovina;19;1
25;3;2020;Bosnia_and_Herzegovina;33;1
24;3;2020;Bosnia_and_Herzegovina;4;0
23;3;2020;Bosnia_and_Herzegovina;33;0
22;3;2020;Bosnia_and_Herzegovina;48;1
21;3;2020;Bosnia_and_Herzegovina;0;0
20;3;2020;Bosnia_and_Herzegovina;8;0
19;3;2020;Bosnia_and_Herzegovina;15;0
18;3;2020;Bosnia_and_Herzegovina;0;0
17;3;2020;Bosnia_and_Herzegovina;3;0
16;3;2020;Bosnia_and_Herzegovina;15;0
13;3;2020;Bosnia_and_Herzegovina;0;0
12;3;2020;Bosnia_and_Herzegovina;1;0
6;3;2020;Bosnia_and_Herzegovina;2;0
9;4;2020;Botswana;1;0
8;4;2020;Botswana;0;0
7;4;2020;Botswana;0;0
6;4;2020;Botswana;2;0
5;4;2020;Botswana;0;0
4;4;2020;Botswana;0;0
3;4;2020;Botswana;0;0
2;4;2020;Botswana;1;1
1;4;2020;Botswana;3;0
9;4;2020;Brazil;2210;133
8;4;2020;Brazil;1661;114
7;4;2020;Brazil;926;67
6;4;2020;Brazil;852;54
5;4;2020;Brazil;1222;73
4;4;2020;Brazil;1146;60
3;4;2020;Brazil;1074;58
2;4;2020;Brazil;1119;40
1;4;2020;Brazil;1138;42
31;3;2020;Brazil;323;23
30;3;2020;Brazil;352;22
29;3;2020;Brazil;487;22
28;3;2020;Brazil;502;15
27;3;2020;Brazil;482;20
26;3;2020;Brazil;232;11
25;3;2020;Brazil;310;12
24;3;2020;Brazil;345;9
23;3;2020;Brazil;418;7
22;3;2020;Brazil;224;7
21;3;2020;Brazil;283;5
20;3;2020;Brazil;193;2
19;3;2020;Brazil;137;3
18;3;2020;Brazil;57;1
17;3;2020;Brazil;34;0
16;3;2020;Brazil;79;0
15;3;2020;Brazil;23;0
14;3;2020;Brazil;21;0
13;3;2020;Brazil;25;0
12;3;2020;Brazil;18;0
11;3;2020;Brazil;9;0
9;3;2020;Brazil;12;0
8;3;2020;Brazil;0;0
7;3;2020;Brazil;5;0
6;3;2020;Brazil;5;0
5;3;2020;Brazil;1;0
2;3;2020;Brazil;0;0
1;3;2020;Brazil;1;0
29;2;2020;Brazil;0;0
28;2;2020;Brazil;0;0
27;2;2020;Brazil;0;0
26;2;2020;Brazil;1;0
25;2;2020;Brazil;0;0
24;2;2020;Brazil;0;0
23;2;2020;Brazil;0;0
22;2;2020;Brazil;0;0
21;2;2020;Brazil;0;0
20;2;2020;Brazil;0;0
19;2;2020;Brazil;0;0
18;2;2020;Brazil;0;0
17;2;2020;Brazil;0;0
16;2;2020;Brazil;0;0
15;2;2020;Brazil;0;0
14;2;2020;Brazil;0;0
13;2;2020;Brazil;0;0
12;2;2020;Brazil;0;0
11;2;2020;Brazil;0;0
10;2;2020;Brazil;0;0
9;2;2020;Brazil;0;0
8;2;2020;Brazil;0;0
7;2;2020;Brazil;0;0
6;2;2020;Brazil;0;0
5;2;2020;Brazil;0;0
4;2;2020;Brazil;0;0
3;2;2020;Brazil;0;0
2;2;2020;Brazil;0;0
1;2;2020;Brazil;0;0
31;1;2020;Brazil;0;0
30;1;2020;Brazil;0;0
29;1;2020;Brazil;0;0
28;1;2020;Brazil;0;0
27;1;2020;Brazil;0;0
26;1;2020;Brazil;0;0
25;1;2020;Brazil;0;0
24;1;2020;Brazil;0;0
23;1;2020;Brazil;0;0
22;1;2020;Brazil;0;0
21;1;2020;Brazil;0;0
20;1;2020;Brazil;0;0
19;1;2020;Brazil;0;0
18;1;2020;Brazil;0;0
17;1;2020;Brazil;0;0
16;1;2020;Brazil;0;0
15;1;2020;Brazil;0;0
14;1;2020;Brazil;0;0
13;1;2020;Brazil;0;0
12;1;2020;Brazil;0;0
11;1;2020;Brazil;0;0
10;1;2020;Brazil;0;0
9;1;2020;Brazil;0;0
8;1;2020;Brazil;0;0
7;1;2020;Brazil;0;0
6;1;2020;Brazil;0;0
5;1;2020;Brazil;0;0
4;1;2020;Brazil;0;0
3;1;2020;Brazil;0;0
2;1;2020;Brazil;0;0
1;1;2020;Brazil;0;0
31;12;2019;Brazil;0;0
9;4;2020;British_Virgin_Islands;0;0
8;4;2020;British_Virgin_Islands;0;0
7;4;2020;British_Virgin_Islands;0;0
6;4;2020;British_Virgin_Islands;0;0
5;4;2020;British_Virgin_Islands;0;0
4;4;2020;British_Virgin_Islands;0;0
3;4;2020;British_Virgin_Islands;0;0
2;4;2020;British_Virgin_Islands;0;0
1;4;2020;British_Virgin_Islands;0;0
31;3;2020;British_Virgin_Islands;1;0
30;3;2020;British_Virgin_Islands;0;0
29;3;2020;British_Virgin_Islands;0;0
28;3;2020;British_Virgin_Islands;0;0
27;3;2020;British_Virgin_Islands;2;0
9;4;2020;Brunei_Darussalam;0;0
8;4;2020;Brunei_Darussalam;0;0
7;4;2020;Brunei_Darussalam;0;0
6;4;2020;Brunei_Darussalam;0;0
5;4;2020;Brunei_Darussalam;2;0
4;4;2020;Brunei_Darussalam;0;0
3;4;2020;Brunei_Darussalam;2;0
2;4;2020;Brunei_Darussalam;2;0
1;4;2020;Brunei_Darussalam;2;0
31;3;2020;Brunei_Darussalam;1;0
30;3;2020;Brunei_Darussalam;6;0
29;3;2020;Brunei_Darussalam;5;1
28;3;2020;Brunei_Darussalam;1;0
27;3;2020;Brunei_Darussalam;7;0
26;3;2020;Brunei_Darussalam;3;0
25;3;2020;Brunei_Darussalam;13;0
24;3;2020;Brunei_Darussalam;3;0
23;3;2020;Brunei_Darussalam;5;0
22;3;2020;Brunei_Darussalam;5;0
21;3;2020;Brunei_Darussalam;5;0
20;3;2020;Brunei_Darussalam;5;0
19;3;2020;Brunei_Darussalam;12;0
18;3;2020;Brunei_Darussalam;2;0
17;3;2020;Brunei_Darussalam;4;0
16;3;2020;Brunei_Darussalam;10;0
15;3;2020;Brunei_Darussalam;3;0
14;3;2020;Brunei_Darussalam;12;0
13;3;2020;Brunei_Darussalam;14;0
12;3;2020;Brunei_Darussalam;10;0
10;3;2020;Brunei_Darussalam;1;0
9;4;2020;Bulgaria;16;1
8;4;2020;Bulgaria;28;1
7;4;2020;Bulgaria;18;2
6;4;2020;Bulgaria;28;3
5;4;2020;Bulgaria;18;3
4;4;2020;Bulgaria;28;4
3;4;2020;Bulgaria;35;0
2;4;2020;Bulgaria;23;2
1;4;2020;Bulgaria;40;0
31;3;2020;Bulgaria;13;0
30;3;2020;Bulgaria;15;1
29;3;2020;Bulgaria;38;4
28;3;2020;Bulgaria;29;0
27;3;2020;Bulgaria;22;0
26;3;2020;Bulgaria;22;0
25;3;2020;Bulgaria;19;0
24;3;2020;Bulgaria;16;0
23;3;2020;Bulgaria;22;0
22;3;2020;Bulgaria;36;0
21;3;2020;Bulgaria;22;0
20;3;2020;Bulgaria;13;1
19;3;2020;Bulgaria;11;0
18;3;2020;Bulgaria;19;0
17;3;2020;Bulgaria;11;0
16;3;2020;Bulgaria;10;0
15;3;2020;Bulgaria;10;1
14;3;2020;Bulgaria;8;0
13;3;2020;Bulgaria;16;0
12;3;2020;Bulgaria;3;1
9;3;2020;Bulgaria;2;0
8;3;2020;Bulgaria;2;0
9;4;2020;Burkina_Faso;30;4
8;4;2020;Burkina_Faso;20;2
7;4;2020;Burkina_Faso;19;0
6;4;2020;Burkina_Faso;43;1
5;4;2020;Burkina_Faso;14;0
4;4;2020;Burkina_Faso;0;0
3;4;2020;Burkina_Faso;27;2
2;4;2020;Burkina_Faso;15;2
1;4;2020;Burkina_Faso;24;0
31;3;2020;Burkina_Faso;42;3
30;3;2020;Burkina_Faso;0;0
29;3;2020;Burkina_Faso;34;6
28;3;2020;Burkina_Faso;0;0
27;3;2020;Burkina_Faso;32;0
26;3;2020;Burkina_Faso;15;0
25;3;2020;Burkina_Faso;24;0
24;3;2020;Burkina_Faso;11;0
23;3;2020;Burkina_Faso;0;0
22;3;2020;Burkina_Faso;24;2
21;3;2020;Burkina_Faso;7;0
20;3;2020;Burkina_Faso;7;0
19;3;2020;Burkina_Faso;6;1
18;3;2020;Burkina_Faso;0;0
17;3;2020;Burkina_Faso;17;0
16;3;2020;Burkina_Faso;0;0
15;3;2020;Burkina_Faso;1;0
12;3;2020;Burkina_Faso;0;0
11;3;2020;Burkina_Faso;2;0
9;4;2020;Burundi;0;0
8;4;2020;Burundi;0;0
7;4;2020;Burundi;0;0
6;4;2020;Burundi;0;0
5;4;2020;Burundi;0;0
4;4;2020;Burundi;0;0
3;4;2020;Burundi;1;0
2;4;2020;Burundi;0;0
1;4;2020;Burundi;2;0
9;4;2020;Cambodia;1;0
8;4;2020;Cambodia;2;0
7;4;2020;Cambodia;1;0
6;4;2020;Cambodia;0;0
5;4;2020;Cambodia;0;0
4;4;2020;Cambodia;0;0
3;4;2020;Cambodia;4;0
2;4;2020;Cambodia;1;0
1;4;2020;Cambodia;0;0
31;3;2020;Cambodia;2;0
30;3;2020;Cambodia;4;0
29;3;2020;Cambodia;1;0
28;3;2020;Cambodia;4;0
27;3;2020;Cambodia;2;0
26;3;2020;Cambodia;5;0
25;3;2020;Cambodia;4;0
24;3;2020;Cambodia;1;0
23;3;2020;Cambodia;35;0
22;3;2020;Cambodia;4;0
21;3;2020;Cambodia;23;0
20;3;2020;Cambodia;0;0
19;3;2020;Cambodia;0;0
18;3;2020;Cambodia;0;0
17;3;2020;Cambodia;12;0
16;3;2020;Cambodia;5;0
15;3;2020;Cambodia;2;0
13;3;2020;Cambodia;2;0
12;3;2020;Cambodia;1;0
8;3;2020;Cambodia;1;0
2;3;2020;Cambodia;0;0
1;3;2020;Cambodia;0;0
29;2;2020;Cambodia;0;0
28;2;2020;Cambodia;0;0
27;2;2020;Cambodia;0;0
26;2;2020;Cambodia;0;0
25;2;2020;Cambodia;0;0
24;2;2020;Cambodia;0;0
23;2;2020;Cambodia;0;0
22;2;2020;Cambodia;0;0
21;2;2020;Cambodia;0;0
20;2;2020;Cambodia;0;0
19;2;2020;Cambodia;0;0
18;2;2020;Cambodia;0;0
17;2;2020;Cambodia;0;0
16;2;2020;Cambodia;0;0
15;2;2020;Cambodia;0;0
14;2;2020;Cambodia;0;0
13;2;2020;Cambodia;0;0
12;2;2020;Cambodia;0;0
11;2;2020;Cambodia;0;0
10;2;2020;Cambodia;0;0
9;2;2020;Cambodia;0;0
8;2;2020;Cambodia;0;0
7;2;2020;Cambodia;0;0
6;2;2020;Cambodia;0;0
5;2;2020;Cambodia;0;0
4;2;2020;Cambodia;0;0
3;2;2020;Cambodia;0;0
2;2;2020;Cambodia;0;0
1;2;2020;Cambodia;0;0
31;1;2020;Cambodia;0;0
30;1;2020;Cambodia;0;0
29;1;2020;Cambodia;0;0
28;1;2020;Cambodia;1;0
27;1;2020;Cambodia;0;0
26;1;2020;Cambodia;0;0
25;1;2020;Cambodia;0;0
24;1;2020;Cambodia;0;0
23;1;2020;Cambodia;0;0
22;1;2020;Cambodia;0;0
21;1;2020;Cambodia;0;0
20;1;2020;Cambodia;0;0
19;1;2020;Cambodia;0;0
18;1;2020;Cambodia;0;0
17;1;2020;Cambodia;0;0
16;1;2020;Cambodia;0;0
15;1;2020;Cambodia;0;0
14;1;2020;Cambodia;0;0
13;1;2020;Cambodia;0;0
12;1;2020;Cambodia;0;0
11;1;2020;Cambodia;0;0
10;1;2020;Cambodia;0;0
9;1;2020;Cambodia;0;0
8;1;2020;Cambodia;0;0
7;1;2020;Cambodia;0;0
6;1;2020;Cambodia;0;0
5;1;2020;Cambodia;0;0
4;1;2020;Cambodia;0;0
3;1;2020;Cambodia;0;0
2;1;2020;Cambodia;0;0
1;1;2020;Cambodia;0;0
31;12;2019;Cambodia;0;0
9;4;2020;Cameroon;45;1
8;4;2020;Cameroon;27;0
7;4;2020;Cameroon;8;0
6;4;2020;Cameroon;95;0
5;4;2020;Cameroon;46;1
4;4;2020;Cameroon;238;1
3;4;2020;Cameroon;38;1
2;4;2020;Cameroon;40;0
1;4;2020;Cameroon;51;4
31;3;2020;Cameroon;43;0
30;3;2020;Cameroon;0;0
29;3;2020;Cameroon;11;1
28;3;2020;Cameroon;0;0
27;3;2020;Cameroon;16;0
26;3;2020;Cameroon;0;0
25;3;2020;Cameroon;16;1
24;3;2020;Cameroon;29;0
23;3;2020;Cameroon;0;0
22;3;2020;Cameroon;0;0
21;3;2020;Cameroon;13;0
20;3;2020;Cameroon;4;0
19;3;2020;Cameroon;0;0
18;3;2020;Cameroon;6;0
17;3;2020;Cameroon;0;0
16;3;2020;Cameroon;1;0
15;3;2020;Cameroon;1;0
9;3;2020;Cameroon;1;0
7;3;2020;Cameroon;1;0
9;4;2020;Canada;1391;55
8;4;2020;Canada;1230;57
7;4;2020;Canada;1157;43
6;4;2020;Canada;1614;49
5;4;2020;Canada;1363;44
4;4;2020;Canada;1251;49
3;4;2020;Canada;1673;29
2;4;2020;Canada;1059;13
1;4;2020;Canada;1112;7
31;3;2020;Canada;1169;28
30;3;2020;Canada;869;1
29;3;2020;Canada;711;7
28;3;2020;Canada;657;14
27;3;2020;Canada;633;4
26;3;2020;Canada;1426;8
25;3;2020;Canada;313;3
24;3;2020;Canada;216;4
23;3;2020;Canada;128;2
22;3;2020;Canada;331;6
21;3;2020;Canada;125;2
20;3;2020;Canada;156;1
19;3;2020;Canada;121;1
18;3;2020;Canada;145;4
17;3;2020;Canada;120;3
16;3;2020;Canada;60;0
15;3;2020;Canada;68;0
14;3;2020;Canada;38;0
13;3;2020;Canada;35;0
12;3;2020;Canada;10;0
11;3;2020;Canada;16;0
10;3;2020;Canada;15;1
9;3;2020;Canada;5;0
8;3;2020;Canada;6;0
7;3;2020;Canada;6;0
6;3;2020;Canada;12;0
5;3;2020;Canada;3;0
4;3;2020;Canada;3;0
3;3;2020;Canada;3;0
2;3;2020;Canada;4;0
1;3;2020;Canada;4;0
29;2;2020;Canada;2;0
28;2;2020;Canada;2;0
27;2;2020;Canada;1;0
26;2;2020;Canada;0;0
25;2;2020;Canada;2;0
24;2;2020;Canada;0;0
23;2;2020;Canada;0;0
22;2;2020;Canada;0;0
21;2;2020;Canada;1;0
20;2;2020;Canada;0;0
19;2;2020;Canada;0;0
18;2;2020;Canada;0;0
